id,trigger,conditions,script,text,options,notes
sfcmayflybugcoreendc,DialogOptionSelected,"$option == sfcmayflybugfinalc","$player.sfckweenmayflysuccess = true
$player.sfcmayflygotbug = false
FireAll AskOmiProbeOcuOpts","You finish your explanation, waiting for a response from Mayfly. After a few more seconds of waiting, Mayfly's feed seems to calm.

""Database lookup complete: self-recognition of ""Yunris Kween"". No alignment to Sindrian Diktat logged. Operational secrecy status: MAINTAINED."" Then, insistently and irritably, ""Further interference will justify self-enactment of security protocols.""

Well, at least Mayfly isn't going to blow itself up. You hope.",,
"#END Mayfly Kween Interaction",,,,,,
,,,,,,
# Fuel Company Changes,,,,,,
AskOmiProbeAskSpyingOpt,AskOmiProbeOcuOpts,"!$askedSpying",,,"AskOmiProbeAskSpying:""Are you spying on the Sindrian Fuel Company?""",
AskOmiProbeDestroyOpt,AskOmiProbeOcuOpts,"$askedSpying
RepGTE sindrian_diktat WELCOMING","sfcoptionconfirm AskOmiProbeDestroy ""Do you wish to confront Mayfly?"" ""Yes."" ""No.""",,"AskOmiProbeDestroy:""By order of the Supreme Chief Overlord President Executive Gas Station Manager, this act of corporate espionage shall not be tolerated!""",
,,,,,,
AskOmiProbeOcuAskSpy,DialogOptionSelected,"$option == AskOmiProbeAskSpying","$askedSpying = true
$player.askedsfcspying = true
FireAll AskOmiProbeOcuOpts","""Sindrian Fuel Company entry returns null,"" it replies as it flickers. ""Attempting to resolve with closest known entry. Confirmation of agent operations on Diktat intercommunications unacceptable.""

There's a quiet huff from somewhere off to the side of the bridge. ""Sounds like a yea,"" an officer comments.",,
AskOmiProbeOcuDestroy,DialogOptionSelected,"$option == AskOmiProbeDestroy
sfccheckmodid secretsofthefrontieralt","sfcfronsecmayflyCMD kaboom
$player.sfcmayflyboom = true","""Error, error, error!"" the voice screeches, garbled with harsh static. ""Null entries detected! Unable to resolve - return default behavior! Enacting infosec protocols!""

The feed cuts off. The nav system suggests evasive fleet movement.","defaultLeave:Continue",
"#END Fuel Company Changes",,,,,,
"#END Mayfly Interactions",,,,,,
"#END sotf compatibility",,,,,,
,,,,,,
# diktat enhancement compatibility,,,,,,
sfcmusicMarketRyzenFriendly,PopulateOptions,"$faction.id == sindrian_diktat
$faction.friendlyToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_friendly"" 0",,,
sfcmusicMarketRyzenNeutral,PopulateOptions,"$faction.id == sindrian_diktat
$faction.neutralToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_neutral"" 0 ",,,
sfcmusicMarketRyzenHostile,PopulateOptions,"$faction.id == sindrian_diktat
!$faction.friendlyToPlayer
!$faction.neutralToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_hostile"" 0 ",,,
,,,,,,
sfcmusicMarketRyzenFriendlysystem,PopulateOptions,"$faction.id == sindrian_diktat
$faction.friendlyToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_friendly"" 0",,,
sfcmusicMarketRyzenNeutralsystem,PopulateOptions,"$faction.id == sindrian_diktat
$faction.neutralToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_neutral"" 0 ",,,
sfcmusicMarketRyzenHostilesystem,PopulateOptions,"$faction.id == sindrian_diktat
!$faction.friendlyToPlayer
!$faction.neutralToPlayer
$id == ryzan_supercomplex score:1000","$market.musicSetId = ""music_diktat_market_hostile"" 0 ",,,
,,,,,,
sfcmusicMarketViewpointFriendly,PopulateOptions,"$faction.id == sindrian_diktat
$faction.friendlyToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_friendly"" 0",,,
sfcmusicMarketViewpointHostile,PopulateOptions,"$faction.id == sindrian_diktat
!$faction.friendlyToPlayer
!$faction.neutralToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_hostile"" 0 ",,,
,,,,,,
sfcmusicMarketViewpointFriendlysystem,PopulateOptions,"$faction.id == sindrian_diktat
$faction.friendlyToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_friendly"" 0",,,
sfcmusicMarketViewpointNeutralsystem,PopulateOptions,"$faction.id == sindrian_diktat
$faction.neutralToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_neutral"" 0 ",,,
sfcmusicMarketViewpointHostilesystem,PopulateOptions,"$faction.id == sindrian_diktat
!$faction.friendlyToPlayer
!$faction.neutralToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_hostile"" 0 ",,,
sfcmusicMarketViewpointNeutral,PopulateOptions,"$faction.id == sindrian_diktat
$faction.neutralToPlayer
$id == andor_viewport score:1000","$market.musicSetId = ""music_diktat_market_neutral"" 0 ",,,
"#END diktat enhancement compatibility",,,,,,
,,,,,,
# npc dialogue/ bootleg vn,,,,,,
,,,,,,
# runi,,,,,,
convDefaultGreetingrunifirst,PickGreeting,"!$sfcrunifirstgreeting
$global.kweenallowed
$id == sfcruni score:1000","$sfcrunifirstgreeting = true
ShowPersonVisual
FireAll PopulateOptions","You wait for a few seconds as the commlink connects to Yunifer. As soon as she appears on the screen, she gives you a look of surprise.

""C-Captain!"" She stutters as her eyes struggle to look at you. ""I-I-I H-how did you get this contact? D-did Kween give you it? I-I-""

Yunifer takes a deep breath as she does her best to compose herself.",,
convDefaultGreetingruni,PickGreeting,"$sfcrunifirstgreeting
$id == sfcruni score:100","ShowPersonVisual
FireAll PopulateOptions","""H-hello again, C-captain.""
OR
""Y-yes, Captain?""
OR
""H-hello there, C-captain.""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
,,,,,,
convoruniStart,PopulateOptions,"$id == sfcruni score:1000",,,"conversesfcruni:Converse",
convoruniList,DialogOptionSelected,"$option == conversesfcruni","FireAll PopulateRuniOptions",,,
convoruniChat,PopulateRuniOptions,"$id == sfcruni score:1000",,,"chatsfcruni:Chat",
convoruniChatResponses,DialogOptionSelected,"$option == chatsfcruni",,"""It's been so l-long since I've been a-able to command a ship. I wish I could d-do so again...""
OR
""I w-wish the Company would let m-me command a s-ship again...""
OR
""How is the Iapetus doing? Are you t-treating her okay?""",,
,,,,,,
convorunioptionescape,PopulateRuyOptions,"$id == sfcruni score:1000","SetShortcut sfcruniOptionMenu ""ESCAPE""",,"sfcruniOptionMenu:Return",
runimenu,DialogOptionSelected,"$option == sfcruyOptionMenu","FireAll PopulateOptions",,,
"#END runi",,,,,,
,,,,,,
# kweendirectory,,,,,,
,,,,,,
# sfckween,,,,,,
convDefaultGreetingkweenfirst,PickGreeting,"!$player.metsfckween
$id == sfckween score:1000
$faction.id == sindrian_diktat
!$entity.isHostile","$player.metsfckween = true
ShowPersonVisual
FireAll PopulateOptions
AddText ""After a short wait while listening to a tropical jingle, your connection request is accepted.""
AddTextSmall ""The current Head of Research of the Sindrian Fuel Company's Board of Research and Development, Yunris Kween replaced her predecessor after the landslide success of her militarized tanker capital ships. A staunch believer in expanding the bounds of science at any cost, Kween enjoys a position of near-limitless freedom, her only obligation to the Company being the continued success that her research brings."" highlight
AddText ""\""Hello, you've reached the office of Head Researcher Yunris Kween. Is there anything I can help you with?\""""",,,
convDefaultGreetingkweeenmayflypostboom,PickGreeting,"$player.sfcsparedmayfly
$player.sfcmayflyboom
$id == sfckween score:3000","BeginConversation sfckween
sfcplaymusic ""music_unknown_encounter_hostile""
FireAll PopulateKweenMayflypostboomOptions","You are almost immediately greeted by the $Post's eerily grinning visage, glaring at you with an almost serene on her face.

""Captain,"" $PersonName says curtly. ""... have you gotten any strange calls lately?""","cutCommLink:Cut the comm link",
convoDefaultGreetingkweenrunicaught,PickGreeting,"$player.sfckweenwatching1
!$player.sfcconfrontation
$id == sfckween score:4000","BeginConversation sfckween
sfcplaymusic ""music_unknown_encounter_hostile""
FireAll PopulateKweenRuniConfrontationOneOptions","You are almost immediately greeted by the $Post's eerily grinning visage, glaring at you with an almost serene on her face.

""Captain,"" $PersonName says curtly. ""I noticed a peculiar transmission coming from my lab. Apparently it was logged by one... Yunifer Runi. So, mind telling me what's going on?""",,
convoDefaultGreetingkweensierrareward,PickGreeting,"$sfckweensierragift
$id == sfckween score:5000","ShowPersonVisual
FireAll PopulateOptions
AddRemoveCommodity alpha_core 5 true
AddRemoveCommodity beta_core 10 true
AddRemoveCommodity gamma_core 20 true
$sfckweensierragift = false","You are almost immediately greeted by the $Post's eerily grinning visage as you connect to her commlink.

""Ah, $PlayerName. I must say, you really did such a good service for me, surrendering that AI earlier. I've had such a good time studying it so far. Why, you deserve a reward for such a good service. Here, enjoy some... spare items I've kept around. I won't be needing them anymore.""

Kween laughs before composing herself again.

""So, is there something you need, my favorite assistant?""",,
convDefaultGreetingkweenalienated,PickGreeting,"$sfcalienatedkween
$id == sfckween score:9001","sfcwaittime ""$sfcalienatedkween"" ""$sfcalienatedkweenDGS""
AddText ""After waiting a short period listening to some tropical music, your connection cuts off suddenly. You seem to have made the Head Researcher angry. You might want to wait for $sfcalienatedkweenDGS before she calms down.""
SetTextHighlights $sfcalienatedkweenDGS",,,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweenbusy,PickGreeting,"$sfckweenbusy
$id == sfckween score:9999","sfcwaittime ""$sfckweenbusy"" ""$sfckweenbusyDGS""
AddText ""After waiting a short period listening to some tropical music, you end up reaching an automated message. It seems the Head Researcher may be busy with something. You might want to try again in $sfckweenbusyDGS.""
SetTextHighlights $sfckweenbusyDGS",,,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweennormal,PickGreeting,"$player.metsfckween
$id == sfckween score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack -100 10","ShowPersonVisual
FireAll PopulateOptions","""Anything else you need from me?""
OR
""Still got something to say?""
OR
""Being a little indecisive now, aren't we?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweenhigh,PickGreeting,"$player.metsfckween
$id == sfckween score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 10 50","ShowPersonVisual
FireAll PopulateOptions","""So, are you looking to help me out more?""
OR
""Still indecisive? That's fine.""
OR
""Got anything interesting to tell me?""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweenveryhigh,PickGreeting,"$player.metsfckween
$id == sfckween score:1000
$faction.id == sindrian_diktat
!$entity.isHostile
sfcreltrack 50 100","ShowPersonVisual
FireAll PopulateOptions","Kween's face seems to soften as you connect to her comm-link.

""Well, aren't you making such a name for yourself?""
OR
Kween's smile seems to soften as you connect to her comm-link.

""Ready to help advance the sciences more, $PlayerName?""
OR
Kween's eyes seem to give you a slow look over as you connect to her comm-link.

""It's good to see you again, $PlayerName. I know I can get some work done now that you're here.""",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweenNonFuel,PickGreeting,"$id == sfckween score:1000",,"After a short wait, your connection plays back an automated message.

""Hello, you've reached the office of Head Researcher Yunris Kween. I am currently not in the office right now. Feel free to leave a message and I'll try to get back to you as soon as possible.""

The comm-link goes dark afterwards.",,"# this will fire when talking to same person again without leaving the station, but that seems fine"
convDefaultGreetingkweenHostile,PickGreeting,"$id == sfckween score:1000
$faction.id == sindrian_diktat
$entity.isHostile","BeginConversation sfckween","After a short wait, your connection request is accepted.

""Hello, this is the office of Head Research Yunris Kween, how may I- Oh. It's you.""

The comm-link goes dark afterwards.
OR
After a short wait, your connection request is accepted.

""Hello, this is Yunris Kween speaking, how may I- You? Ugh, what a waste of time.""

The comm-link goes dark afterwards.","cutCommLink:Cut the comm link","# this will fire when talking to same person again without leaving the station, but that seems fine"
jabrMissionReturnkween,PickGreeting,"$jabr_returnHere score:2000
$id == sfckween score:2000
!$entity.isHostile
Call $jabr_ref updateData
FireBest GenericMissionReturn","ShowPersonVisual
$jabr_completed = true
Call $jabr_ref updateStage","Your TriPad chimes, notifying you that your chief security officer has handed off the prisoner, now free. Perhaps.","contact_pickAnotherGreeting:Continue",
"#END sfckween",,,,,,
,,,,,,
# sfc kween runi confrontation,,,,,,
sfckweenruniconfrontation1a,PopulateKweenRuniConfrontationOneOptions,,"sfcoptionconfirm sfckweenrunilie1 ""Do you REALLY think it's a smart idea to tell the lie here?"" ""Yes."" ""No.""
sfcoptionconfirm sfckweenrunitruth1 ""Do you REALLY think it's a smart idea to tell the truth here?"" ""Yes."" ""No.""",,"sfckweenrunilie1:Say you don't know.
sfckweenrunitruth1:Say Yunifer contacted you.",
sfckweenruniconfrontation1lie,DialogOptionSelected,"$option == sfckweenrunilie1","sfcplaymusic
FireAll PopulateOptions
$player.sfcconfrontation = true","""Oh? Hmm... I guess Yunifer needs to be reminded not to mess around with the lab equipment then. She's always so clumsy, you know? I wonder what she'd do without me..."" The $Post sighs as she recomposes herself. ""So, is there anything you need?""",,
sfckweenruniconfrontation1truthbad,DialogOptionSelected,"$option == sfckweenrunitruth1","sfcplaymusic
$global.runirepurposed = true
$player.sfcconfrontation = true","""Ah... ha... ha ha! She did? She did!"" Kween laughs as her grin twists further. ""Such a foolish girl, that Yunifer! Ah, but don't you worry, $PlayerName. I'll make sure this is the last mistake she ever makes."" Kween continues to laugh for a few more seconds before she returns to some calm. ""My apologies, but I have to do something. High time for Yunifer to find a new purpose. Do take care, my assistant.""

The commlink then goes dark.","cutCommLink:Cut the comm link",
sfckweenruniconfrontation1truthgood,DialogOptionSelected,"$option == sfckweenrunitruth1","sfcplaymusic
FireAll PopulateOptions
SetPersonHidden sfcruni false
$global.kweenallowed = true
$player.sfcconfrontation = true","""Ah... ha... ha ha! She did? She did!"" Kween laughs as her grin twists further. ""Such a foolish girl, that Yunifer! If she so wished to talk to you, why didn't she say so?"" Kween seems to relax as she continues to stare at you. ""Well, perhaps some conversation could do her some good, no? Here, I'll forward you her information. Now don't you go breaking her heart, Captain.""

Kween's eyes seem to glimmer for a moment before she clears her throat. ""So, is there anything you need now?""",,
"#END sfc kween runi confrontation",,,,,,
,,,,,,
# sfckween ai core turn in,,,,,,
aiCores_disableTurnInOptionKween,DisableTurnInCoresOptionIfNeeded,"$id == sfckween score:1000
!AICores playerHasCores","SetTooltip aiCores_startTurnInKween ""You do not have any AI cores in your possession.""
SetEnabled aiCores_startTurnInKween false",,,
aiCores_turnInOptionKween,PopulateOptions,"$isPerson
$id == sfckween score:1000
sfcreltrack -25 100","FireBest DisableTurnInCoresOptionIfNeeded",,"15:aiCores_startTurnInKween:""I have some AI cores I wish to turn in.""",
aiCores_turnInOptionSelKween,DialogOptionSelected,"$option == aiCores_startTurnInKween","FireAll PopulateCoresTurnInOptionsKween","$Post $personLastName seems to glow with excitement as $heOrShe hears what you say.

""AI Cores? Now those are some things I've been meaning to get my hands on- I mean, looking to properly dispose of. Yes, feel free to transfer those over to me and I'll see that they're... 'properly' disposed of.""",,
aiCores_playerHasOptionKween,PopulateCoresTurnInOptionsKween,,,,"0:aiCores_selectCoresKween:Select AI cores to turn in",
aiCores_neverMindOptionKween,PopulateCoresTurnInOptionsKween,,,,"100:aiCores_neverMindKween:""Oh I'm sorry, I don't actually have any.""",
aiCores_neverMindOptionSelectedKweenEmployee,DialogOptionSelected,"$option == aiCores_neverMindKween
sfcemployee","AdjustRepActivePerson SUSPICIOUS -2
AdjustRep sindrian_diktat SUSPICIOUS -1
FireAll PopulateOptions","The $Post's eyes seem to shimmer a bit as she leans in closer to the view screen.

""Ah... since you're an employee with the Sindrian Fuel Company, you do realize that you're obligated to surrender any material I request, yes? Now how about you be a good employee and surrender the cores?""
OR
The $Post's smile seems to widen as she leans in closer to the view screen.

""Captain, you and I know that's a lie. A very bold lie, but a lie all the same. As your superior, you are obligated to surrender any material I request. It's in your contract when you signed on. So let me ask again. Where. Are. The. Cores?""
OR
The $Post tilts $hisOrHer head slightly as she lets out an unsettling laugh.

""Are you so sure about that? You're not thinking of trying to pull a fast one on me now, are you? Because I know you have AI cores on you, Captain. So why don't you be a good employee and hand them over? I mean, you're not trying to deliberate make me upset, yes?""
OR
The $Post leans slightly forward, the light reflection off of $hisOrHer tinted safety glasses hiding $hisOrHer eyes from you.

""You know, I could order your ships to be stopped searched right now, seeing as you are an employee for the Company. But I'm not that rude. You on the other hand, Captain... you'll be a good assistant and hand over your cores, right?""

$personLastName grins widely as $hisOrHer piercing stare returns to view. ""Right!?""",,
aiCores_neverMindOptionSelectedKween,DialogOptionSelected,"$option == aiCores_neverMindKween
!sfcemployee","FireAll PopulateOptions","The $Post frowns as she leans closer to the view screen.

""Oh? No AI cores?""",,
aiCores_turnInOptionSelectedKween,DialogOptionSelected,"$option == aiCores_selectCoresKween","sfckweencores selectCores",,,
aiCores_turnInResponseDefaultKween,AICoresTurnedInKween,,"FireAll PopulateOptions","$Post $personLastName grins as the transfer order is completed. Afterwards, you see the credits transferred to your account on your TriPad.
OR
""Oh yes, come to mama,"" $Post $personLastName says as you authorize the transfer order, your TriPad beeping as the agreed credits are transferred to your account.",,
"#END sfckween ai core turn in",,,,,,
,,,,,,
# sfckween card turn in,,,,,,
Tarkov_disableTurnInOptionKween,DisableTurnInTarkovOptionIfNeeded,"$id == sfckween score:1000
!sfckweencores playerHasTarkov","SetTooltip Tarkov_startTurnInKween ""You do not have any Keycards in your possession. Maybe see if some random Pather fleet will drop one.""
SetEnabled Tarkov_startTurnInKween false",,,
Tarkov_turnInOptionKween,PopulateOptions,"$isPerson
$id == sfckween score:1000
sfcreltrack -25 100
sfccheckmodid uaf","FireBest DisableTurnInTarkovOptionIfNeeded",,"15:Tarkov_startTurnInKween:""Do you accept Keycards?""",
Tarkov_turnInOptionSelKween,DialogOptionSelected,"$option == Tarkov_startTurnInKween","FireAll PopulateTarkovTurnInOptionsKween","""Keycards, $playerName? Hmm, I've heard of these strange little things popping up around the Persean Sector lately. Seems to be related to these strange readings I've noticed in my lab recently. If they're related, I'd be quite happy to check them out.""
OR
""Intriguing! Rumors have that these keycards hold some really important data in them. I may just get through some big breakthrough if I can crack them. Tell you what, why don't you hand me over some of these keycards and I'll take a look.'",,
Tarkov_playerHasOptionKween,PopulateTarkovTurnInOptionsKween,,,,"0:Tarkov_selectCoresKween:Select Keycards to turn in",
Tarkov_neverMindOptionKween,PopulateTarkovTurnInOptionsKween,,,,"100:Tarkov_neverMindKween:""Oh I'm sorry, I don't actually have any.""",
Tarkov_turnInOptionSelectedKween,DialogOptionSelected,"$option == Tarkov_selectCoresKween","sfckweencores selectKeycard",,,
Tarkov_turnInResponseDefaultKween,TarkovTurnedInKween,,"AdjustRep ""uaf"" VENGEFUL -5
FireAll PopulateOptions","$Post $personLastName grins as the items in question are transferred over. As you do so, you hear a strange beep coming from the cards. Hope that doesn't mean anything.
OR
""Ah, what secrets shall you divulge today?"" $Post $personLastName says as you authorize the transfer order, your TriPad beeping as the agreed credits are transferred to your account, along with a strange ping following from your TriPad. That should be nothing. Maybe.",,
Tarkov_nevermindOptionSelectedKweenEmployee,DialogOptionSelected,"$option == Tarkov_neverMindKween
sfcemployee","AdjustRepActivePerson SUSPICIOUS -2
AdjustRep sindrian_diktat SUSPICIOUS -1
FireAll PopulateOptions","The $Post frowns as she leans closer to the view screen.

""You're NOT goin to hand over the cards? But I am your superior, $playerName. That means I can order you to do so, you realize that?""
OR
""Hmm... unfortunate. Well, what's also is unfortunate is that I'm your superior, so why don't you hand over the cards like a good little employee?""
OR
""Must we really play this game, $playerName? As your superior, I am ordering you to hand over the keycards. You should be happy I'm still willing to pay you, you know.""",,
Tarkov_nevermindOptionSelectedKween,DialogOptionSelected,"$option == Tarkov_neverMindKween
!sfcemployee","FireAll PopulateOptions","The $Post frowns as she leans closer to the view screen.

""Oh? No keycards? Are you sure?""
OR
""You sure you don't have any Keycards on you? Because these scans say otherwise...""
OR
""Must we play this game, $playerName? No one likes a tease.""",,
,,,,,,
proComDeliverGreetingNotEnoughkween,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
!$proCom_playerHasEnough
$player.metsfckween
$id == sfckween
$faction.id == sindrian_diktat
!$entity.isHostile","ShowPersonVisual
SetTextHighlights $proCom_quantity
FireAll PopulateOptions","""You're here to deliver $proCom_quantity units of $proCom_commodityName? Then why does my cargo scanners note that you don't have what I need?""

$personLastName's smile seems to droop slightly, $hisOrHer gleaming eyes seemingly trying to burrow their way through the viewscreen.

""So why are you here?"" $heOrShe asks.
OR
""I'm expecting a cargo of exactly $proCom_quantity units of $proCom_commodityName."" $personLastName's says, reading from a datapad. ""Delivery in full."" $HeOrShe looks up, finally, ""That's the deal.""",,
proComDeliverGreetingkween,PickGreeting,"$proCom_needsCommodity score:1000
Call $proCom_ref updateData
$proCom_playerHasEnough
$player.metsfckween
$id == sfckween
$faction.id == sindrian_diktat
!$entity.isHostile","ShowPersonVisual
SetTextHighlights $proCom_quantity $proCom_pricePerUnit","$personName looks you over with a wolfish grin. ""You have the goods. And they're ready to be offloaded - as agreed, $proCom_quantity units at $proCom_pricePerUnit per?""
OR
$personName's eyes you over, her piercing green eyes seemingly trying to burrow their way through the viewscreen, ""Well Captain, I'm glad you're here."" $HisOrHer eyes flick over to a secondary display, ""My cargo scanners say you have exactly what I want, all $proCom_quantity units. We'll go ahead with the agreed $proCom_pricePerUnit per unit. And don't worry about any security patrols. Just tell them that $personLastName requested for this.""","proCom_deliver:Deliver the $proCom_commodityName
cutCommLink:Cut the comm link",
proComDeliverCompletedkween,ProComCompletedText,"$id == sfckween",,"$HeOrShe nods, ""Thank you for being such a good assistant.""
OR
""Good. Very good,"" $heOrShe lets out an unnerving giggle. ""It's so hard to get good help these days.""
OR
""Thank you for your delivery, $playerName."" $HeOrShe marks a confirmation on her datapad, then looks back up at you. ""Your contribution won't be forgtten.""",,
"#END sfckween card turn in",,,,,,
,,,,,,
# sfckweentalktree,,,,,,
kweentalkcompliment,PopulateKweenTalkOptions,"$id == sfckween score:1000",,,"kweentalkcompliment:... a compliment.",
kweentalkinsult,PopulateKweenTalkOptions,"$id == sfckween score:1000",,,"kweentalkinsult:... an insult.",
kweentalkreturn,PopulateKweenTalkOptions,"$id == sfckween score:1000","SetShortcut kweentalkreturn ""ESCAPE""",,"kweentalkreturn:... nevermind.",
,,,,,,
kweentalkcomplimentres,DialogOptionSelected,"$option == kweentalkcompliment","$sfckweentalk = true 14
AdjustRepActivePerson WELCOMING 1
FireAll PopulateKweenOptions","""Ah yes, praise me. It's what I deserve.""
OR
""I see you recognize my genius for what it is. Good.""
OR
""You think flattery will get you far? Well guess what, it just might.""
OR
""A smart one, huh? Recognizing your betters is always important to do.""
OR
""Science stops for no one, but it will take a moment to accept your words.""",,
kweentalkinsultres,DialogOptionSelected,"$option == kweentalkinsult","$sfckweentalk = true 14
AdjustRepActivePerson SUSPICIOUS -2
FireAll PopulateKweenOptions","""I wonder, will anyone miss you if you were to suddenly disappear?""
OR
""Such a puny mind you must have. So quick to judge.""
OR
""I won't waste my time with such drivel.""
OR
""A simpleton, huh? And here I thought I've seen enough of those with Balashi.""
OR
""You're just envious, aren't you.'",,
kweentalkreturnres,DialogOptionSelected,"$option == kweentalkreturn","FireAll PopulateKweenOptions",,,
"#END sfckweentalktree",,,,,,
,,,,,,
# sfckweengifttree,,,,,,
kweengiftlobster,PopulateKweenGiftOptions,"$id == sfckween score:1000
PlayerHasCargo lobster",,,"kweengiftlobster:""... a fresh Volturnian Lobster?""",
kweengiftuafcake,PopulateKweenGiftOptions,"$id == sfckween score:1000
PlayerHasCargo uaf_bakery_choco_lava",,,"kweengiftclc:""... a nice baked Chocolate Lava Cake?""",
kweengiftiiwine,PopulateKweenGiftOptions,"$id == sfckween score:1000
PlayerHasCargo ii_wine",,,"kweengiftwine:""... a fine vintage of Byzantium Wine?""",
kweengifthmiwater,PopulateKweenGiftOptions,"$id == sfckween score:1000
PlayerHasCargo red_water",,,"kweengiftredwater:""... a bottle of Red Water?""",
kweengiftreturn,PopulateKweenGiftOptions,"$id == sfckween score:1000","SetShortcut kweengiftreturn ""ESCAPE""",,"kweengiftreturn:""... Nevermind.""",
,,,,,,
kweengiftlobsterrep,DialogOptionSelected,"$option == kweengiftlobster","$sfckweengifted = true 14
AdjustRepActivePerson NEUTRAL 1
AddRemoveCommodity lobster -1 true
FireAll PopulateKweenOptions","""Oh. Volturnian Lobster,"" $personLastName says, her voice slightly strained. ""My... favorite.""

You don't think she really appreciated the gift.
OR
""... Thank you, I'll... save this for later, I guess.""

You don't think she really appreciated the gift.",,
kweengiftuafcakerep,DialogOptionSelected,"$option == kweengiftclc","$sfckweengifted = true 14
AdjustRepActivePerson FRIENDLY 2
AddRemoveCommodity uaf_bakery_choco_lava -1 true
FireAll PopulateKweenOptions","""A chocolate lava cake, you say? Well, I wouldn't mind having something sweet. Send it here.""
OR
""Ah, a sweet and delicious chocoalte cake. Don't worry, I won't eat it all at once.""
OR
""This came from where, exactly? Hmm... I might have to schedule a little business trip in the future.""",,
kweengiftiiwinerep,DialogOptionSelected,"$option == kweengiftwine","$sfckweengifted = true 14
AdjustRepActivePerson FRIENDLY 2
AddRemoveCommodity ii_wine -1 true
FireAll PopulateKweenOptions","""Ooh, expensive tastes, huh? Are you expecting me to share though?""
OR
""Fine wine, huh? Trying to win me over? Well, it might be working.""",,
kweengifthmiwaterrep,DialogOptionSelected,"$option == kweengiftredwater","$sfckweengifted = true 14
AdjustRepActivePerson FRIENDLY 3
AddRemoveCommodity red_water -1 true
FireAll PopulateKweenOptions","$personLastName let's out an unsettling chuckle. ""You're quite bold, you know that? Well I'll make sure to appreciate this gift on my off hours.""
OR
""Isn't it unbecoming to push drugs on an innocent young lady like myself?"" $personLastName grins widely. ""But yes, thank you for your gift, Captain.""",,
kweengiftreturnrep,DialogOptionSelected,"$option == kweengiftreturn","FireAll PopulateKweenOptions",,,
"#END sfckweengifttree",,,,,,
,,,,,,
# sfckweenpeopletreeresponse,,,,,,
kweenpeopleresponsplayerlow,DialogOptionSelected,"$option == kweenpeopleplayer
sfcreltrack -100 0",,"""You have any next of kin? Because you'd make for a good test subject.""
OR
""You ever wonder if anyone would notice if you simply disappeared, $PlayerName?""
OR
""I have plenty of tests that need running. How fast can you run, $PlayerName?""",,
kweenpeopleresponsplayernormal,DialogOptionSelected,"$option == kweenpeopleplayer
sfcreltrack 0 25",,"""Hmm... you're still alive, so that's good.""
OR
""I wonder if you will be a good assistant, or a bad assistant?""
OR
""Do you like science, $PlayerName?""",,
kweenpeopleresponsplayerhigh,DialogOptionSelected,"$option == kweenpeopleplayer
sfcreltrack 25 70",,"""My, you're still alive. Very good. Very good indeed.""
OR
""You're real quick on your feet, aren't you $PlayerName.""
OR
""Keep getting the results I want and you'll keep reaping the rewards.""",,
kweenpeopleresponsplayerveryhigh,DialogOptionSelected,"$option == kweenpeopleplayer
sfcreltrack 70 100",,"""You've been such a good test subject, you know that?""
OR
""My experiments have never seen such success before. You should be proud of yourself, $PlayerName.""
OR
""The great horizon of science feels ever closer with your help. One day I'll... no. One day we'll see what humanity is truly capable of.""",,
kweenpeopleresponseandrada,DialogOptionSelected,"$option == kweenpeopleandrada",,"""Ah, Andrada. Such an interesting man. When I first met him, he was looking for any help he could get to make his dream succeed. And now? Well he's given me no limits on what I can do for my research. And in return he gets all my successes to enjoy. Such a good deal, don't you agree, $PlayerName?""",,
kweenpeopleresponsemann,DialogOptionSelected,"$option == kweenpeoplemann
!$player.sfcmannbetrayed",,"""Mannfred's so quaint. He does such good work for the Company, yet he's so limited by thinking small scale these days. Ships need to be bigger, better, strong, faster! Ah, I miss the days when he was still pushing the boundaries of what a ship is capable of. I almost considered him my equal then. Oh well, maybe one day his brilliance will shine even a bit like mine.""",,
